TWT,greedy twt,TT,greedy TT,tardy jobs,greed tardy jobs,Total weighted earliness,Total weighted earliness greedy,number of early jobs,number of early jobs greedy,total earliness,total earliness greedy
164777,200104,20277,24118,89,97,1946,774,11,3,223,93
231156,249241,23058,24865,94,97,582,672,6,3,65,68
158746,182411,19844,22575,94,97,828,110,6,3,78,13
141872,164751,19804,22618,88,95,1184,762,12,5,132,75
186683,212200,20496,23290,95,99,1038,78,5,1,93,13
158619,169863,20733,22055,92,96,1206,508,8,4,121,54
161811,202181,21828,26815,92,93,1990,928,8,7,195,108
158109,169919,20156,21649,93,95,1504,604,7,5,124,62
170054,203187,19433,23135,94,95,908,1136,6,5,74,108
74158,96620,11979,15155,93,96,540,280,7,4,54,28
68237,90671,12430,15858,90,96,1100,440,10,4,110,44
75592,91651,12467,14993,95,97,550,470,5,3,55,47
66022,79147,10623,12642,93,94,860,510,7,6,86,51
71432,97239,12568,16509,91,98,680,300,9,2,68,30
69401,81846,12177,14211,93,93,980,660,7,7,98,66
72789,86085,11833,13681,92,95,1270,470,8,5,127,47
60018,72309,10552,12461,94,96,610,440,6,4,61,44
73240,84045,12550,14193,92,95,1160,500,8,5,116,50
67155,85906,11857,14963,92,97,630,450,8,3,63,45
116298,153178,14331,18572,91,97,1368,238,9,3,128,17
112208,133223,15017,17583,94,96,1004,260,6,4,90,38
113920,123071,13932,14920,91,91,870,712,9,9,85,96
110602,139642,13700,17007,90,97,1168,534,10,3,100,53
114406,139100,13721,16508,92,96,460,198,8,4,62,21
110829,139697,13634,16872,93,98,766,392,7,2,65,28
116505,133658,14063,16029,95,97,352,202,5,3,44,27
133318,160132,15331,18305,95,96,372,158,5,4,46,21
112974,131287,13064,15122,94,91,1042,794,6,9,99,83
132876,146674,15342,16843,92,94,1038,600,8,6,107,52
64021,75793,11484,13395,90,91,2090,1390,10,9,209,139
74131,90186,11952,14229,94,97,1470,500,6,3,147,50
63540,76544,10628,12610,90,94,2382,1160,10,6,239,116
56214,65903,9736,11292,88,92,2300,1538,12,8,234,154
63733,78098,11257,13515,88,95,1904,1320,12,5,192,132
57096,72399,10622,13209,88,96,1300,430,12,4,130,43
67743,84871,10811,13335,90,96,1769,670,10,4,179,67
74084,84534,11749,13256,90,95,1943,580,10,5,195,58
67950,89597,11576,14861,88,96,2099,930,12,4,210,93
60522,75918,10688,13221,94,96,650,432,6,4,65,45
111917,137319,13916,16792,91,94,1098,444,9,6,135,58
