TWT,greedy twt,TT,greedy TT,tardy jobs,greed tardy jobs,Total weighted earliness,Total weighted earliness greedy,number of early jobs,number of early jobs greedy,total earliness,total earliness greedy
105995,125066,15099,17752,89,94,1344,614,11,6,165,99
104205,127119,15473,17773,89,97,1335,337,11,3,177,46
111253,135758,15904,18923,94,95,591,183,6,5,98,37
112115,137633,15997,19416,93,98,628,302,7,2,79,50
160312,195917,17110,21238,95,96,934,450,5,4,139,46
176674,213089,19206,22289,94,95,381,542,6,5,46,65
218185,244047,20801,23108,94,97,959,741,6,3,91,89
169579,198616,18746,22393,93,96,955,369,7,4,91,73
148499,175909,17826,20739,92,93,774,513,8,7,114,80
183793,219705,18945,21968,94,94,563,792,6,6,78,89
148020,198373,16871,22707,90,96,1928,525,10,4,169,69
170707,203675,20116,23713,93,96,447,1058,7,4,59,111
153898,181323,17587,19597,91,95,1501,223,9,5,168,30
179362,210048,18675,22115,95,95,554,747,5,5,98,88
78463,103439,10945,14061,94,96,441,300,6,4,69,45
76593,97084,11223,14167,89,94,717,499,11,6,93,71
74245,102152,10210,14045,92,99,519,8,8,1,59,1
71716,90482,9751,12754,90,91,854,673,10,9,131,102
76306,95539,10641,14005,96,94,253,441,4,6,43,52
75363,90346,11196,13409,91,97,528,125,9,3,90,20
82538,104079,11448,13990,90,97,590,265,10,3,83,40
64453,86213,9573,11975,91,96,634,245,9,4,96,40
75887,101080,10586,15132,95,99,766,32,5,1,96,8
70157,83984,10091,12425,93,94,216,307,7,6,47,42
121234,153788,13584,16591,94,96,676,241,6,4,78,25
115135,133843,12731,15605,92,95,908,360,8,5,124,54
108225,140391,12105,15402,89,95,1238,397,11,5,144,56
115700,148578,13010,15972,90,98,697,410,10,2,76,35
115120,140353,12624,15788,91,96,450,377,9,4,72,44
124175,146319,13718,15842,92,95,465,600,8,5,44,70
112442,136702,12429,15386,91,98,582,132,9,2,62,20
120119,157730,12690,17137,88,98,1392,70,12,2,147,6
118126,145032,12403,15167,95,95,140,434,5,5,15,59
137382,156411,14078,16938,95,96,488,343,5,4,57,37
64765,82286,9861,12400,86,95,1841,370,14,5,276,47
74589,93540,10312,12960,88,93,1554,920,12,7,218,117
76495,89813,10821,12648,89,89,1241,1043,11,11,201,158
61357,77101,9328,11353,89,92,1447,952,11,8,183,137
68280,88907,10059,13153,87,91,992,1320,13,9,195,155
64177,77305,9952,11678,87,92,1189,889,13,8,193,125
73258,86714,10249,11830,87,90,1721,1086,13,10,209,153
72651,97393,10116,13467,88,93,1453,274,12,7,195,52
68361,88272,9731,12549,90,91,1688,1065,10,9,223,146
62706,83462,9448,12284,89,90,845,1030,11,10,123,166
103393,134884,11555,15388,93,95,698,365,7,5,109,41
124005,154541,12884,16013,91,96,1232,167,9,4,142,18
121958,148817,12882,15716,88,95,1662,434,12,5,178,44
95872,119843,11496,13727,85,92,1949,998,15,8,249,127
107218,137766,12219,15330,86,96,1802,394,14,4,181,44
99220,134099,11463,15591,89,93,1681,862,11,7,205,127
125540,160220,12935,16132,93,96,1364,590,7,4,149,69
100602,138413,11302,15408,90,95,1777,996,10,5,196,106
113422,141213,12103,14797,88,98,1479,55,12,2,184,11
115288,148536,12652,15820,88,96,1288,582,12,4,167,61
115106,133761,16424,19160,89,99,659,140,11,1,89,20
111022,149272,14800,19836,93,98,547,214,7,2,75,25
120298,141037,17025,19807,95,96,435,176,5,4,68,26
131376,162379,17688,21390,95,95,205,65,5,5,28,12
125605,149698,17394,20798,95,98,247,342,5,2,26,35
107052,132446,16108,19453,96,98,100,99,4,2,18,21
116119,136022,16366,19325,94,98,228,85,6,2,40,10
95840,119402,14094,17869,92,96,676,180,8,4,100,30
115182,142217,16040,19247,93,98,526,140,7,2,72,20
120196,138986,16671,19569,98,93,152,396,2,7,23,54
166483,225184,19869,25719,90,98,891,42,10,2,100,8
164514,199274,19222,21348,93,95,688,450,7,5,85,44
184655,230546,19764,23399,92,99,591,105,8,1,66,15
194101,238608,20704,25156,93,99,967,153,7,1,104,17
175002,198838,19554,21700,94,96,618,320,6,4,65,41
165059,203890,16717,21789,93,97,541,225,7,3,81,25
190346,232128,19461,24448,92,98,541,420,8,2,77,42
157302,200031,18753,22977,97,99,201,247,3,1,28,19
187570,252011,20265,25815,97,98,240,152,3,2,40,19
184719,222963,19944,24220,92,97,836,305,8,3,102,26
98870,128915,14730,18479,92,94,882,447,8,6,118,67
119342,155152,16473,21183,94,97,297,692,6,3,38,74
111560,129796,16373,18818,93,95,670,687,7,5,109,116
110688,140052,15722,20132,91,96,771,178,9,4,118,20
116811,142161,16090,19666,93,96,1016,132,7,4,168,29
114360,142436,16202,19905,92,94,902,489,8,6,137,69
96294,122300,15474,18421,90,92,1254,555,10,8,162,114
104780,142371,14890,19848,92,96,974,241,8,4,136,36
108270,130812,15661,19317,91,93,939,930,9,7,157,145
111232,138272,16199,19338,93,96,511,480,7,4,73,61
177595,209492,20514,23656,92,97,797,223,8,3,99,44
185728,219167,21236,22782,92,94,1145,917,8,6,124,131
168748,206502,19163,22574,91,94,1237,452,9,6,147,80
167502,208465,19135,23176,90,94,1927,484,10,6,213,57
162543,201297,17880,22670,91,94,761,1035,9,6,112,106
168197,200308,17885,20413,91,95,1663,260,9,5,165,36
140488,172085,16706,19951,90,95,935,547,10,5,129,63
186980,230755,19455,24688,94,94,724,450,6,6,106,65
200736,233053,21247,25264,91,96,1143,802,9,4,145,83
184562,226040,19707,23863,95,96,590,615,5,4,67,64
